PMT 3 Efficiency
Run#	1748	1745	1743	1742	1741
HV:	700	725	750	775	800
1	0.537	0.756	0.817	0.858	0.911
3	0.530	0.788	0.858	0.913	0.911
4	0.889	0.943	0.979	0.977	0.871
5	0.786	0.936	0.996	0.984	0.971
6	0.908	0.965	0.980	0.920	0.943
7	0.853	0.986	0.990	0.979	1.000
8	0.776	0.955	0.987	0.996	0.972
9	0.901	0.974	0.985	0.990	0.991
10	0.821	0.958	0.984	0.994	0.967
11	0.039	0.216	0.661	0.936	0.953
12	0.773	0.942	0.977	0.994	0.969
14	0.808	0.928	0.982	0.992	0.995
15	0.770	0.868	0.863	0.976	0.963
16	0.569	0.859	0.872	0.904	0.948
