PMT 8 Efficiency
Run#	1748	1745	1743	1742	1741
HV:	700	725	750	775	800
2	0.493	0.570	0.581	0.769	0.711
3	0.822	0.903	0.926	0.891	0.475
5	0.779	0.842	0.882	0.507	0.304
6	0.868	0.953	0.978	0.853	0.607
7	0.888	0.895	0.930	0.850	0.306
8	0.775	0.866	0.961	0.977	0.937
9	0.811	0.935	0.948	0.879	0.480
10	0.840	0.954	0.979	0.962	0.674
11	0.827	0.922	0.975	0.917	0.382
12	0.757	0.903	0.977	0.968	0.803
13	0.088	0.321	0.788	0.970	0.933
14	0.414	0.829	0.837	0.889	0.921
15	0.386	0.683	0.814	0.795	0.860
16	0.143	0.065	0.114	0.319	0.492
