PMT 1 Efficiency
Run#	1748	1745	1743	1742	1741
HV:	700	725	750	775	800
1	0.232	0.566	0.713	0.783	0.706
2	0.124	0.390	0.623	0.652	0.206
5	0.473	0.682	0.714	0.100	0.576
6	0.626	0.750	0.778	0.296	0.519
7	0.372	0.672	0.803	0.789	0.319
8	0.214	0.657	0.861	0.871	0.667
9	0.489	0.912	0.932	0.931	0.604
10	0.539	0.737	0.882	0.700	0.180
11	0.807	0.929	0.867	0.960	0.704
12	0.442	0.588	0.878	0.930	0.766
13	0.615	0.656	0.770	0.675	0.957
14	0.507	0.912	0.877	0.938	0.762
15	0.333	0.697	0.930	0.892	0.927
16	0.577	0.601	0.670	0.776	0.811
