PMT 4 Efficiency
Run#	1748	1745	1743	1742	1741
HV:	700	725	750	775	800
1	0.603	0.680	0.835	0.944	0.966
2	0.868	0.966	0.979	0.882	0.654
3	0.858	0.899	0.900	0.875	0.952
4	0.906	0.924	0.851	0.824	0.966
5	0.891	0.956	0.984	0.945	0.955
6	0.992	0.980	0.875	0.561	0.361
7	0.972	0.981	0.982	0.607	0.316
8	0.948	0.982	0.994	0.981	0.926
9	0.971	0.990	0.972	0.952	0.963
10	0.976	0.968	0.960	1.000	1.000
12	0.961	0.933	0.974	0.912	1.000
13	0.912	0.966	0.995	1.000	0.985
15	0.859	0.900	0.978	0.983	1.000
16	0.763	0.876	0.959	0.968	0.982
