PMT 9 Efficiency
Run#	1748	1745	1743	1742	1741
HV:	700	725	750	775	800
2	0.071	0.244	0.264	0.364	0.410
3	0.197	0.418	0.510	0.492	0.329
4	0.000	0.268	0.678	0.957	0.974
5	0.100	0.231	0.368	0.723	0.500
6	0.200	0.336	0.415	0.356	0.312
7	0.304	0.580	0.620	0.588	0.367
8	0.198	0.668	0.924	0.959	0.982
9	0.000	0.111	0.519	0.763	1.000
10	0.040	0.346	0.676	0.692	0.520
11	0.000	0.103	0.475	0.653	0.655
12	0.091	0.271	0.628	0.772	0.862
14	0.000	0.000	0.000	0.115	0.524
15	0.000	0.000	0.081	0.391	0.633
16	0.000	0.000	0.018	0.081	0.231
