Run#	1749	1750	1751	1752	1753
PMT 14	700	725	750	775	800
1	0.0	0.0	0.0	0.0	0.0
2	52.5	50.1	49.2	49.5	49.7
3	84.1	76.9	70.1	66.2	62.7
4	68.4	65.0	62.5	62.6	63.6
5	49.6	47.5	46.7	46.9	46.8
6	45.9	42.9	41.2	41.1	39.9
7	54.0	51.4	50.1	50.3	49.5
8	62.8	59.2	54.6	52.9	51.4
9	34.3	35.1	36.2	37.3	37.0
10	30.7	31.5	32.3	32.7	32.2
11	35.1	35.7	36.9	37.7	37.8
12	42.3	42.5	43.5	44.8	45.3
13	60.9	59.4	59.5	60.8	61.2
14	41.3	42.0	42.7	44.0	44.2
15	0.0	0.0	0.0	0.0	0.0
16	165.8	155.0	140.0	131.7	123.6
