Run#	1829	1828	1827	1824	1823
PMT 9	700	725	750	775	800
1   	72.6	68.5	65.8	65.3	66.8	
2	76.9	71.6	67.7	66.8	67.0
3	58.1	56.0	55.5	56.9	58.1
4	108.0	101.4	92.7	88.8	86.2	
5	64.0	59.9	58.3	60.0	60.4
6	38.6	38.1	38.2	40.0	39.5
7	37.6	36.2	36.6	38.4	38.1
8	0	0	0	0	0
9	110.1	103.2	94.8	91.4	87.7
10	103.8	95.4	89.2	83.4	79.9
11	406.9	100.3	92.3	87.7	82.3
12	102.9	98.2	91.2	85.6	83.2
13	0	0	0	0	0
14	166.4	159.8	148.4	141.2	129.6
15	155.2	141.2	129.9	124.6	119.0
16	341.1	293.3	261.8	251.3	230.3
