PMT 6 Efficiency
Run#	1701	1700	1698	1697	1696
HV:	700	725	750	775	800
2	0.228	0.316	0.563	0.663	0.683
3	0.000	0.000	0.000	-nan	0.000
4	0.449	0.822	0.920	0.959	0.907
5	0.593	0.533	0.667	0.385	0.121
6	0.373	0.394	0.194	0.750	0.481
7	0.734	0.744	0.750	1.000	0.750
8	0.928	0.978	0.992	0.984	1.000
9	0.723	0.743	0.933	0.750	1.000
10	0.473	0.367	0.727	0.583	0.459
11	0.584	0.688	0.500	1.000	0.909
12	0.748	0.962	0.996	0.944	1.000
13	0.843	0.977	0.996	0.954	0.798
15	0.357	0.500	0.000	0.000	0.364
16	0.583	0.839	0.898	0.896	0.964
