PMT 4 Efficiency
Run#	1701	1700	1698	1697	1696
HV:	700	725	750	775	800
1	0.805	0.842	0.907	0.920	0.846
4	0.835	0.911	0.942	0.947	0.884
5	0.712	0.799	0.894	0.832	0.656
6	0.707	0.880	0.971	0.954	0.874
7	0.774	0.856	0.950	0.924	0.833
8	0.864	0.934	0.965	0.980	0.939
9	0.796	0.876	0.969	0.811	0.963
10	0.724	0.838	0.895	0.982	0.993
11	0.688	0.801	0.929	0.971	0.972
12	0.878	0.955	0.962	0.984	0.922
13	0.826	0.931	0.975	0.947	0.868
14	0.768	0.925	0.969	0.917	0.853
15	0.625	0.714	0.833	0.903	0.974
16	0.610	0.743	0.811	0.936	0.990
