PMT 3 Efficiency
Run#	1701	1700	1698	1697	1696
HV:	700	725	750	775	800
1	0.607	0.783	0.877	0.886	0.897
2	0.597	0.889	0.934	0.975	0.946
3	0.624	0.869	0.959	0.932	0.855
5	0.648	0.769	0.934	0.925	0.970
6	0.885	0.977	0.986	0.935	0.875
7	0.918	0.980	0.982	0.967	0.987
8	0.751	0.925	0.972	0.950	0.982
9	0.745	0.915	0.964	0.955	0.976
10	0.712	0.955	0.988	0.990	0.849
11	0.000	0.104	0.262	0.727	0.902
12	0.750	0.905	0.956	0.985	0.965
13	0.824	0.852	0.949	0.992	0.953
14	0.647	0.739	0.813	0.918	0.955
16	0.697	0.925	0.976	0.966	0.900
