Run#	1618	1617	1616	1615	1602
PMT 1	700	725	750	775	800
1	46.3	46.0	46.4	47.2	50.4
2	64.5	65.9	55.0	58.7	64.9
3	54.8	51.0	48.2	48.0	48.6
4	39.0	82.9	82.2	74.5	67.1
5	121.6	112.9	108.8	102.0	95.3
6	75.0	71.7	65.8	61.7	56.0
7	51.5	54.8	57.8	53.5	50.4
8	55.6	49.5	45.9	44.2	46.0
9	87.6	80.6	74.4	69.6	65.1
10	138.5	127.4	122.4	119.3	110.6
11	0.0	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0	0.0
13	81.1	75.3	68.3	44.0	59.4
14	160.7	147.9	139.9	135.6	125.8
15	155.4	161.9	153.9	145.1	139.2
16	76.3	71.1	64.2	60.7	60.5
