PMT 13 Efficiency
Run#	1613	1624	1610	1609	1607
HV:	700	725	750	775	800
2	0.653	0.768	0.718	0.814	0.901
3	0.690	0.848	0.900	0.910	0.987
4	0.968	0.987	0.978	0.960	0.918
5	0.896	0.942	0.955	0.994	0.963
6	0.973	0.980	0.947	0.869	0.444
7	0.991	0.986	0.994	1.000	0.941
9	0.963	0.967	0.902	0.952	0.838
10	0.947	0.937	0.948	0.918	0.905
11	0.906	0.971	0.965	0.949	0.929
12	0.912	0.901	0.786	0.930	0.792
13	0.962	0.962	0.955	0.938	1.000
14	0.778	0.868	0.868	0.957	0.824
15	0.570	0.668	0.736	0.927	0.778
16	0.449	0.611	0.530	0.664	0.723
