PMT 8 Efficiency
Run#	1612	1611	1610	1609	1607
HV:	700	725	750	775	800
1	0.786	0.823	0.835	0.890	0.946
2	0.845	0.894	0.914	0.907	0.835
3	0.823	0.885	0.884	0.828	0.884
5	0.840	0.944	0.941	0.896	0.992
6	0.985	0.996	0.992	0.983	0.964
8	0.921	0.947	0.948	0.902	0.845
9	0.921	0.958	0.959	0.921	0.845
10	0.971	0.979	1.000	0.994	0.916
11	0.983	0.996	1.000	0.972	0.822
12	0.917	0.967	0.995	1.000	0.948
13	0.654	0.883	0.920	0.850	0.644
14	0.840	0.869	0.946	0.918	0.957
15	0.676	0.777	0.839	0.948	0.984
16	0.060	0.222	0.450	0.540	0.569
