PMT 5 Efficiency
Run#	1610	1609	1607	1605	1604
HV:	700	725	750	775	800
1	0.432	0.547	0.610	0.697	0.709
2	0.351	0.745	0.930	0.915	0.794
3	0.578	0.836	0.932	0.938	0.763
5	0.741	0.831	0.874	0.909	0.800
6	0.744	0.890	0.922	0.972	0.833
7	0.757	0.875	0.977	0.948	0.795
8	0.856	0.969	0.949	0.978	0.905
9	0.883	0.987	0.982	0.926	0.900
10	0.951	0.990	0.954	0.867	0.792
11	0.914	0.993	0.976	0.879	0.864
12	0.944	0.981	0.971	0.967	0.917
13	0.899	0.960	0.984	0.956	1.000
15	0.609	0.824	0.894	0.928	0.902
16	0.557	0.608	0.686	0.850	0.900
