PMT 11 Efficiency
Run#	1611	1610	1609	1607	1605
HV:	700	725	750	775	800
1	0.718	0.737	0.860	0.871	0.898
2	0.740	0.830	0.930	0.932	0.947
3	0.865	0.916	0.929	0.913	0.785
4	0.722	0.918	0.961	0.979	0.977
5	0.933	0.963	0.984	0.933	0.878
6	0.804	0.944	0.979	0.996	0.993
8	0.340	0.851	0.986	1.000	0.993
9	0.685	0.851	0.947	0.981	0.975
10	0.790	0.894	0.974	0.976	0.904
12	0.482	0.900	0.993	0.996	0.995
13	0.770	0.879	0.956	0.970	0.920
14	0.907	0.955	0.976	0.991	0.974
15	0.665	0.775	0.869	0.924	0.968
16	0.623	0.850	0.878	0.927	0.961
