PMT 1 Efficiency
Run#	1618	1617	1616	1615	1602
HV:	700	725	750	775	800
1	0.556	0.689	0.795	0.877	0.905
2	0.928	0.939	0.995	0.984	0.958
3	0.762	0.916	0.947	0.969	0.898
4	1.000	0.916	0.983	0.984	0.992
5	0.430	0.827	0.976	1.000	0.990
6	0.856	0.930	0.984	1.000	0.986
7	0.953	0.951	0.952	0.981	0.961
8	0.750	0.822	0.899	0.945	0.863
9	0.700	0.912	0.951	0.980	0.992
10	0.250	0.775	0.945	1.000	0.982
13	0.667	0.880	0.941	1.000	0.953
14	0.333	0.593	0.920	1.000	0.969
15	0.800	0.515	0.902	1.000	0.974
16	0.528	0.658	0.727	0.770	0.823
