PMT 3 Efficiency
Run#	1610	1609	1607	1605	1603
HV:	700	725	750	775	800
1	0.743	0.829	0.817	0.900	0.954
2	0.935	0.996	0.960	0.936	0.791
3	0.961	0.989	0.972	0.970	0.969
5	0.973	0.984	0.979	0.929	0.927
6	0.983	0.996	0.986	0.962	0.737
7	0.985	0.997	0.975	0.961	0.968
8	0.983	0.991	0.977	0.976	0.947
9	0.973	0.988	0.973	0.968	0.971
10	0.980	0.990	0.987	0.958	1.000
11	0.528	0.890	0.987	0.988	0.950
12	0.954	0.986	0.966	0.990	0.923
13	0.933	0.988	0.960	0.982	0.981
15	0.885	0.941	0.936	0.990	0.982
16	0.816	0.866	0.896	0.953	0.976
