PMT 4 Efficiency
Run#	1610	1609	1607	1605	1604
HV:	700	725	750	775	800
2	0.221	0.642	0.701	0.782	0.810
3	0.754	0.847	0.832	0.852	0.904
5	0.799	0.916	0.921	0.959	0.986
6	0.903	0.979	0.961	0.854	0.873
7	0.909	0.950	0.916	0.962	0.989
8	0.958	0.989	0.979	0.972	0.993
9	0.920	0.956	0.951	0.953	0.935
10	0.960	0.981	0.939	0.959	0.917
11	0.931	0.978	0.956	0.959	0.926
12	0.922	0.968	0.982	0.912	0.929
13	0.823	0.931	0.852	0.960	0.990
14	0.868	0.984	0.972	0.944	0.809
15	0.793	0.942	0.938	0.976	0.962
16	0.715	0.816	0.877	0.930	0.953
