PMT 7 Efficiency
Run#	1610	1609	1607	1605	1604
HV:	700	725	750	775	800
1	0.329	0.493	0.600	0.689	0.731
2	0.410	0.567	0.650	0.789	0.892
3	0.408	0.589	0.730	0.873	0.930
4	0.255	0.657	0.851	0.968	0.968
5	0.411	0.559	0.782	0.928	0.996
6	0.471	0.723	0.868	0.964	0.975
7	0.378	0.524	0.646	0.861	0.850
8	0.488	0.683	0.818	0.940	0.985
10	0.598	0.692	0.859	0.940	0.982
11	0.494	0.695	0.829	0.928	0.977
12	0.498	0.641	0.751	0.857	0.969
13	0.503	0.571	0.755	0.849	0.906
14	0.381	0.588	0.657	0.777	0.865
15	0.348	0.524	0.590	0.694	0.777
