PMT 6 Efficiency
Run#	1611	1610	1609	1607	1604
HV:	700	725	750	775	800
1	0.143	0.433	0.663	0.786	0.762
2	0.434	0.501	0.589	0.678	0.778
3	-nan	0.000	0.000	0.133	0.000
5	0.508	0.663	0.754	0.814	0.856
6	0.695	0.742	0.854	0.975	0.941
7	0.811	0.894	0.951	0.969	0.938
8	0.840	0.958	1.000	1.000	0.959
9	0.710	0.852	0.951	0.956	0.958
10	0.776	0.900	0.967	0.908	0.903
11	0.820	0.955	0.959	0.881	0.765
12	0.772	0.896	0.953	0.969	0.932
13	0.512	0.751	0.873	0.909	0.920
14	0.412	0.603	0.717	0.798	0.879
15	0.378	0.729	0.770	0.807	0.821
