PMT 2 Efficiency
Run#	1396	1395	1392	1393	1394
HV:	700	725	750	775	800
1	0.792	0.941	0.984	0.962	0.930
2	0.341	0.526	0.594	0.759	0.896
3	0.611	0.839	0.906	0.926	0.963
5	-nan	0.500	0.444	0.531	0.841
6	0.385	0.642	0.918	0.963	0.977
7	0.633	0.859	0.963	0.972	1.000
9	0.385	0.784	0.933	0.971	1.000
10	0.368	0.796	0.954	0.974	0.984
11	0.750	0.441	0.813	0.983	0.995
12	1.000	0.769	0.906	1.000	0.988
13	0.293	0.572	0.906	0.976	1.000
14	0.710	0.837	0.894	0.911	0.962
15	0.578	0.636	0.745	0.895	0.953
16	0.635	0.666	0.741	0.844	0.881
