PMT 10 Efficiency
Run#	1363	1360	1359	1357	1356
HV:	700	725	750	775	800
1	0.828	0.908	0.966	0.946	0.952
2	0.749	0.876	0.962	0.953	0.957
3	0.733	0.925	0.975	0.955	0.975
4	0.853	0.983	0.997	0.981	0.973
5	0.922	0.991	0.997	0.991	0.980
6	0.858	0.974	0.964	0.986	0.953
7	0.909	0.985	0.985	0.986	0.987
8	0.918	0.974	0.991	0.988	0.990
9	0.860	0.971	0.986	0.959	0.973
10	0.922	0.975	0.990	0.973	0.944
11	0.922	0.960	0.971	0.969	0.956
12	0.988	0.991	0.983	0.964	0.934
14	0.907	0.960	0.990	0.941	0.947
15	0.843	0.879	0.881	0.932	0.966
