Run#	1775	1774	1773	1772	1771
PMT 7	700	725	750	775	800
1	55.0	50.5	48.5	47.4	47.2
2	42.3	39.2	36.8	35.5	35.5
3	38.8	36.5	35.8	35.7	36.4
4	49.2	67.2	64.3	59.9	56.7
5	37.1	34.9	35.2	36.2	37.1
6	55.1	51.8	48.3	46.2	44.7
7	60.9	58.1	54.4	51.4	48.2
8	52.8	50.6	48.0	44.4	41.6
9	73.5	70.6	66.3	63.0	59.5
10	51.3	48.1	45.5	43.4	43.2
11	46.5	43.3	41.0	39.6	39.3
12	34.2	33.5	33.8	34.2	35.2
13	0.0	0.0	0.0	0.0	0.0
14	54.8	60.4	57.0	54.6	51.8
15	51.3	49.7	46.9	45.3	44.5
16	0.0	0.0	0.0	0.0	0.0
