Run#	1778	1777	1776	1775	1774
PMT 13	700	725	750	775	800
1	107.6	101.1	94.6	90.1	88.4
2	86.1	80.5	75.6	42.5	72.0
3	50.5	47.7	48.1	48.2	49.9
4	91.9	87.5	81.1	76.6	75.7
5	52.7	49.6	48.5	48.8	50.4
6	65.9	62.1	56.6	53.7	53.1
7	20.6	17.0	16.6	16.8	18.4
8	26.0	21.7	20.0	19.5	30.7
9	56.9	52.1	49.3	48.1	49.2
10	34.8	33.6	33.8	34.2	35.4
11	38.0	37.0	37.1	38.0	38.4
12	100.5	97.9	92.4	84.6	79.8
13	0.0	0.0	0.0	0.0	0.0
14	66.1	60.0	58.2	57.8	59.4
15	58.9	53.8	51.9	50.6	51.9
16	0.0	0.0	0.0	0.0	0.0
