Run#	1783	1782	1781	1780	1779
PMT 3	700	725	750	775	800
1	0.0	0.0	0.0	0.0	0.0
2	66.2	61.8	59.0	56.7	56.3
3	48.3	45.1	43.6	41.6	41.3
4	0.0	0.0	0.0	0.0	0.0
5	37.3	35.1	35.0	33.8	34.9
6	45.2	41.5	39.8	37.9	38.1
7	29.6	27.4	27.1	27.2	27.3
8	43.5	40.1	38.3	35.8	35.5
9	31.8	29.5	29.3	38.7	28.9
10	33.9	31.7	32.5	31.0	31.6
11	253.2	209.8	192.6	180.1	172.1
12	45.6	41.9	39.6	36.4	34.5
13	42.8	38.8	37.5	35.4	35.9
14	28.5	27.0	27.2	27.5	27.9
15	40.6	37.9	37.3	37.3	38.4
16	47.4	43.1	40.1	38.0	38.2
