Run#	1783	1782	1781	1780	1779
PMT 2	700	725	750	775	800
1	0.0	0.0	0.0	0.0	0.0
2	71.1	67.5	64.3	60.6	59.8
3	83.5	82.1	78.4	73.6	69.1
4	70.7	67.3	64.7	60.7	57.8
5	83.9	78.0	74.9	73.7	73.7
6	49.0	45.3	42.7	40.1	39.4
7	41.4	38.0	37.6	36.7	37.0
8	55.6	52.1	48.6	44.8	43.3
9	86.8	80.8	78.3	74.9	69.3
10	37.3	35.7	36.4	36.4	36.6
11	43.3	40.6	37.7	37.1	37.9
12	70.9	68.0	65.2	60.6	58.6
13	91.1	84.3	78.1	75.9	71.7
14	54.1	48.5	47.0	45.3	46.4
15	44.2	41.7	41.1	40.5	42.0
16	0.0	0.0	0.0	0.0	0.0
