Run#	2030	2029	2028	2027	2026
PMT 9	700	725	750	775	800
1   	73.4	69.5	67.0	67.3	70.0
2	71.2	67.1	64.3	63.9	65.7
3	62.9	59.8	58.2	58.8	61.0
4	107.7	99.7	91.8	86.9	85.5
5	66.1	63.1	60.3	61.1	63.5
6	42.5	40.2	39.4	39.5	40.8
7	42.5	41.0	40.0	40.6	42.2
8	52.7	51.1	50.5	51.8	53.8
9	108.7	102.3	95.0	90.6	90.6
10	95.1	89.9	81.6	77.6	76.2
11	87.7	82.6	76.9	74.9	75.6
12	113.3	105.7	97.3	90.8	86.6
13	0	0	0	0	0
14	49.0	163.0	151.4	140.5	137.2
15	181.4	161.4	153.8	201.0	171.1
16	0	0	0	0	0

