Run#	2030	2029	2028	2027	2026
PMT 11	700	725	750	775	800
1   	50.7	47.4	44.5	43.3	43.6
2	32.9	31.1	30.0	30.3	31.6
3	52.7	49.9	46.8	45.2	45.5
4	38.9	36.6	35.3	35.5	36.4
5	48.5	45.9	42.8	41.7	41.8
6	64.8	61.4	57.5	53.8	51.6
7	106.4	96.2	53.1	88.1	82.1
8	102.0	58.0	90.4	84.1	76.5
9	27.6	26.5	26.1	26.6	27.7
10	35.4	33.3	32.7	33.2	33.9
11	22.2	21.9	22.3	22.5	23.0
12	98.42	90.85	87.97	80.73	75.2
13	57.7	54.4	50.2	48.2	48.0
14	72.6	70.0	66.0	60.6	57.3
15	0	0	0	0	0
16	0	0	0	0	0

