Comparison of mean ADC of PMT 5 before and after resistors installed.
	Run 1986	Run 2025
Pixel	Mean	Sigma	Mean	Sigma
1	600.9	120.3	170.0	55.5
2	926.3	187.7	374.8	130.2
4	1887.1	402.5	498.8	159.6
5	526.8	104.8	395.9	86.9
6	630.1	121.0	275.5	53.2
7	645.4	121.9	258.2	48.5
8	516.4	103.4	509.8	94.0
9	433.1	93.7	304.2	62.7
10	509.0	113.6	313.3	67.2
11	433.4	89.4	295.9	62.5
12	449.0	88.6	320.4	148.9
14	3348.1	646.9	280.3	168.5
15	504.5	87.2	363.3	231.7
16	443.0	119.4	235.2	24.5
