Run#	2031	2032	2033	2034	2035
PMT 3	700	725	750	775	800
1   	35.8	34.8	34.4	34.9	35.7
2	60.3	57.8	53.5	51.4	50.6
3	36.4	35.1	34.5	34.7	35.4
4	37.1	35.8	35.2	35.2	36.0
5	32.7	31.2	30.5	30.5	31.0
6	0	0	0	0	0
7	25.5	24.7	24.1	24.2	24.7
8	30.0	29.3	28.9	29.4	30.0
9	26.3	25.9	25.9	26.6	27.1
10	29.3	28.6	28.2	28.7	29.3
11	158.5	151.7	147.0	146.6	149.3
12	32.2	30.8	29.9	30.2	30.4
13	0	0	0	0	0
14	28.9	27.7	27.4	27.5	28.0
15	42.2	40.4	38.4	37.5	37.4
16	42.0	39.7	37.7	36.5	36.4

