PMT 12	700	725	750	775	800
1   	20	24	24	24	24
2	24	30	30	32	38
3	28	28	34	34	40
4	0	0	0	0	0
5	28	27	30	30	30
6	34	34	34	34	38
7	32	33	34	34	40
8	31	32	33	30	35
9	32	34	34	36	40
10	32	34	35	36	40
11	32	35	35	36	38
12	32	34	34	34	40
13	0	0	0	0	0
14	28	34	35	35	38
15	32	32	33	38	38
16	24	30	32	34	34

