Comparison of mean ADC of PMT 14 before and after resistors installed.
	Run 1989	Run 2003
Pixel	Mean	Sigma	Mean	Sigma
2	299.9	67.6	305.2	92.1
3	629.5	154.3	375.9	87.0
4	697.7	169.5	362.9	80.4
5	399.8	108.9	356.6	72.9
6	416.5	92.4	368.5	79.1
7	472.5	95.2	362.3	90.4
8	849.5	191.8	347.1	67.1
9	392.4	92.2	369.9	92.4
10	286.9	73.0	279.8	72.9
11	437.3	96.6	363.7	80.7
12	689.6	151.4	369.4	73.3
13	582.5	119.8	371.7	80.9
14	424.7	90.9	350.5	78.3
15	440.5	120.0	335.0	156.8
