Run#	2030	2029	2028	2027	2026
PMT 8	700	725	750	775	800
1   	68.1	74.9	70.6	67.3	66.3
2	58.4	55.8	52.9	51.9	52.5
3	54.5	51.5	49.1	48.4	49.9
4	46.1	43.8	42.6	42.5	44.1
5	51.3	48.1	46.3	45.6	47.5
6	0	0	0	0	0
7	44.1	41.5	39.7	39.2	40.6
8	52.5	50.9	47.2	44.0	42.6
9	61.3	58.7	55.8	54.2	54.8
10	56.6	53.1	50.4	48.9	49.6
11	41.7	39.5	38.3	38.1	39.5
12	59.0	55.2	52.6	51.1	52.1
13	0	0	0	0	0
14	42.8	40.2	38.9	38.6	40.2
15	53.0	50.2	48.2	47.5	46.1
16	0	43.2	60.9	412.3	393.4

