Run#	2030	2029	2028	2027	2026
PMT 13	700	725	750	775	800
1   	112.6	112.4	100.2	96.6	96.5
2	78.0	77.5	70.3	69.6	70.4
3	0	0	0	0	0
4	96.9	96.4	85.1	81.6	80.4
5	51.8	50.4	48.4	49.6	50.7
6	58.2	56.4	53.3	53.7	54.9
7	19.3	18.4	16.5	17.5	18.6
8	21.1	20.2	17.8	18.7	19.9
9	47.5	47.4	45.7	46.5	48.2
10	33.2	33.7	33.4	34.1	35.2
11	35.8	36.0	35.3	36.2	37.6
12	74.2	73.7	70.5	71.3	72.8
13	0	0	0	0	0
14	61.9	61.2	59.0	60.0	61.8
15	51.7	51.0	49.1	50.2	51.7
16	262.6	253.5	222.5	210.6	202.5

