Run#	2030	2029	2028	2027	2026
PMT 10	700	725	750	775	800
1   	44.8	41.9	40.2	40.1	40.6
2	54.9	42.6	49.4	48.1	47.8
3	44.7	51.9	41.6	41.7	42.9
4	38.5	36.4	35.0	35.3	36.4
5	49.1	46.0	43.8	42.7	42.9
6	37.1	35.4	34.4	35.1	36.0
7	0	0	0	0	0
8	29.5	27.6	27.4	28.0	29.2
9	38.8	37.4	37.3	38.2	39.3
10	32.8	31.9	31.4	31.8	32.8
11	27.4	26.2	25.5	25.7	26.6
12	37.4	36.0	35.2	36.2	37.0
13	0	0	0	0	0
14	37.0	36.1	35.6	36.4	38.1
15	38.0	36.9	36.5	37.1	38.7
16	201.9	181.3	167.9	160.3	151.7

