Run#	1929	1928	1927	1926	1925
PMT 7	700	725	750	775	800
1   	0.0	0.0	0.0	0.0	0.0
2	28.1	26.8	26.4	27.4	28.4
3	33.2	31.3	30.7	31.7	32.1
4	52.8	49.1	47.0	46.7	46.9
5	34.5	32.8	32.4	33.5	33.9
6	47.1	42.8	40.2	39.4	39.0
7	47.8	43.8	40.5	39.8	39.0
8	38.8	35.8	33.8	34.1	34.1
9	56.8	53.3	50.6	49.7	49.5
10	43.2	40.3	38.7	38.7	39.0
11	35.0	33.8	34.2	35.2	35.6
12	34.1	32.6	32.5	33.1	33.5
13	0.0	0.0	0.0	0.0	0.0
14	46.1	43.6	43.1	44.0	44.8
15	40.3	37.9	37.0	38.2	38.8
16	216.1	39.5	576.6	543.1	514.5
