Run#	2030	2029	2028	2027	2026
PMT 7	700	725	750	775	800
1   	0	0	0	0	0
2	34.4	32.5	31.9	31.7	32.5
3	36.5	34.6	33.7	33.5	34.2
4	67.4	72.4	69.9	70.7	70.2
5	35.1	33.4	32.4	31.6	32.6
6	46.8	43.7	41.4	39.9	39.9
7	41.7	40.0	38.1	37.7	38.4
8	41.7	39.8	36.8	35.3	34.8
9	61.6	60.4	56.8	53.8	52.4
10	41.5	39.8	38.1	37.6	38.2
11	36.8	35.3	34.0	34.0	35.0
12	33.5	32.3	32.1	32.3	33.4
13	52.7	50.9	48.9	48.0	48.9
14	48.0	45.9	43.5	42.2	42.7
15	40.5	38.7	37.2	36.7	37.8
16	0	0	0	0	0

