Run#	1775	1774	1773	1772	1771
PMT 12	700	725	750	775	800
1	0.0	0.0	0.0	0.0	0.0
2	77.8	75.1	71.8	69.2	66.2
3	44.3	42.5	40.4	40.0	39.6
4	48.8	47.1	45.1	44.6	44.5
5	52.5	73.2	71.3	69.3	66.6
6	40.8	38.9	37.7	37.9	38.0
7	30.5	29.6	29.1	30.0	31.2
8	46.6	44.7	42.7	41.1	40.5
9	39.2	37.6	36.3	35.8	36.5
10	33.5	32.5	31.4	31.5	32.0
11	31.1	30.0	28.6	28.1	28.5
12	43.1	41.7	39.1	37.7	37.8
13	74.8	70.1	67.4	67.0	65.3
14	48.2	46.2	45.0	44.8	45.6
15	57.2	55.2	53.6	52.2	51.1
16	0.0	0.0	0.0	0.0	0.0
