Run#	2030	2029	2028	2027	2026
PMT 12	700	725	750	775	800
1   	117.7	102.3	97.4	91.6	85.3
2	61.3	58.0	54.5	51.7	51.5
3	41.1	38.8	37.4	37.3	38.0
4	0	0	0	0	0
5	58.7	56.7	52.6	49.5	48.2
6	36.2	34.1	32.8	32.6	33.3
7	31.2	29.6	28.1	28.1	28.6
8	42.6	40.0	37.0	36.1	36.2
9	35.2	33.7	32.9	33.2	34.5
10	30.9	29.7	28.5	28.5	29.4
11	27.8	27.0	25.9	23.1	26.6
12	34.6	33.3	32.8	33.4	34.3
13	0	0	0	0	0
14	45.6	44.1	41.9	41.7	42.9
15	49.3	46.8	44.6	44.4	45.5
16	59.6	56.5	52.9	50.1	50.2

