Run#	2030	2029	2028	2027	2026
PMT 14	700	725	750	775	800
1   	0	0	0	0	0
2	54.7	52.4	51.1	51.6	52.9
3	92.6	88.8	83.6	79.2	76.5
4	75.0	72.5	54.7	65.3	63.6
5	46.9	44.7	42.8	43.0	44.2
6	42.2	39.2	37.1	37.0	37.5
7	58.9	55.9	53.8	52.7	53.6
8	56.5	53.2	49.7	48.7	48.9
9	39.0	37.9	37.7	38.4	39.6
10	31.7	31.1	31.2	31.6	32.4
11	28.9	37.6	37.3	37.8	38.9
12	56.4	53.7	50.2	49.3	49.5
13	72.7	58.0	62.6	63.5	63.2
14	45.0	43.4	42.8	43.1	43.7
15	46.3	44.9	44.0	44.3	44.7
16	0	0	0	0	0

