Run#	1749	1750	1751	1752	1753
PMT 13	700	725	750	775	800
1	0.0	0.0	0.0	0.0	0.0
2	101.5	96.4	90.0	85.1	79.2
3	49.7	48.0	47.2	48.0	49.0
4	0.0	0.0	0.0	0.0	0.0
5	53.9	51.3	50.4	51.2	51.7
6	71.6	68.1	63.7	58.8	56.2
7	29.7	26.5	23.6	22.5	21.8
8	51.1	49.5	43.0	37.4	31.9
9	56.1	75.6	70.9	65.1	59.4
10	35.5	34.5	34.1	34.7	35.0
11	44.0	41.4	39.8	39.3	39.0
12	100.0	92.8	88.4	82.2	78.8
13	66.2	70.5	64.8	59.5	56.0
14	83.8	80.7	55.5	72.1	67.7
15	59.6	56.8	53.2	52.3	51.8
16	259.4	253.3	222.8	209.2	195.1
