Run#	2030	2029	2028	2027	2026
PMT 5	700	725	750	775	800
1   	52.5	78.4	75.5	64.9	58.6
2	123.3	121.4	114.8	106.8	99.8
3	0	0	0	0	0
4	261.1	220.8	217.5	207.5	193.2
5	41.6	38.9	36.6	36.2	37.2
6	47.3	45.9	42.7	39.5	37.8
7	49.2	47.2	43.7	40.8	39.1
8	43.0	40.8	39.5	40.0	40.9
9	39.2	36.7	34.5	33.1	33.2
10	32.1	29.7	27.9	27.2	27.5
11	30.4	27.8	26.4	25.9	26.2
12	34.5	32.4	31.2	31.0	31.2
13	0	0	0	0	0
14	465.0	367.0	379.1	355.2	323.1
15	45.3	41.7	39.5	38.6	38.5
16	45.6	59.9	60.5	52.7	48.8

