Run#	1929	1928	1927	1926	1925
PMT 3	700	725	750	775	800
1   	34.8	33.4	32.9	34.1	35.3
2	56.3	53.9	51.5	51.6	51.8
3	37.9	36.4	36.0	36.8	37.9
4	36.8	35.7	35.3	36.1	37.2
5	31.7	30.6	30.6	31.7	32.3
6	35.6	34.3	33.7	34.6	35.4
7	25.0	24.6	24.8	25.6	26.4
8	32.6	31.3	31.0	31.7	32.2
9	26.3	25.3	25.4	25.9	26.3
10	0.0	0.0	0.0	0.0	0.0
11	189.5	179.8	169.1	161.7	155.7
12	31.4	29.8	29.4	29.9	30.5
13	33.3	32.2	31.6	32.5	32.9
14	27.6	26.6	26.5	27.7	28.8
15	37.8	36.1	35.1	36.2	36.8
16	0.0	0.0	0.0	0.0	0.0
