Run#	1775	1774	1773	1772	1771
PMT 8	700	725	750	775	800
1	77.2	70.7	67.4	67.3	67.9
2	50.0	48.6	49.4	50.7	52.5
3	47.9	46.1	47.0	47.9	49.5
4	0.0	0.0	0.0	0.0	0.0
5	49.4	46.3	46.9	48.6	50.4
6	45.0	43.6	45.2	47.6	49.4
7	34.8	34.1	35.7	38.0	39.5
8	35.4	33.6	35.2	37.2	38.9
9	59.6	55.5	54.8	55.0	56.0
10	48.2	46.1	46.4	46.7	47.5
11	37.0	36.5	37.7	37.8	38.1
12	53.8	50.9	50.8	51.2	52.4
13	151.8	143.8	140.4	141.8	145.0
14	36.0	35.2	36.2	38.7	40.2
15	44.2	42.3	43.4	45.6	47.1
16	0.0	0.0	0.0	0.0	0.0
