
PMT 9	700	725	750	775	800
1   	34	34	35	34	35
2	0	0	0	0	0
3	34	33	35	34	35
4	34	40	42	42	43
5	35	34	34	35	35
6	34	34	34	34	43
7	34	34	34	35	43
8	35	34	34	35	43
9	33	33	41	41	41
10	35	34	40	39	40
11	33	34	41	40	41
12	33	34	41	41	40	
13	28	34	34	34	34
14	33	35	33	34	34	
15	33	34	34	40	42
16	0	0	0	0	0
