PMT 11 Efficiency
Run#	1364	1363	1360	1359	1365
HV:	700	725	750	775	800
1	0.821	0.858	0.845	0.824	0.904
2	0.618	0.735	0.803	0.800	0.778
3	0.848	0.935	0.875	0.905	0.650
4	0.844	0.961	0.985	0.983	0.912
5	0.840	0.922	0.960	0.924	0.788
6	0.899	0.866	0.900	0.933	0.619
7	0.687	0.884	0.943	0.895	0.901
8	0.543	0.883	0.968	1.000	0.975
9	0.812	0.942	0.989	0.958	0.942
10	0.873	0.924	0.950	0.878	0.806
11	0.946	0.970	0.988	0.980	0.977
12	0.388	0.798	0.981	0.991	1.000
14	0.773	0.842	0.806	0.830	0.900
15	0.860	0.802	0.910	0.973	0.978
