Run#	1982	1979	1978	1975	1974
PMT 12	700	725	750	775	800
1	95.9	97.8	91.3	84.2	78.9
2	77.4	65.4	62.3	58.1	56.9
3	43.3	40.2	38.2	37.4	37.7
4	47.0	43.2	41.7	41.6	42.5
5	64.5	60.2	57.3	52.1	50.1
6	37.2	34.5	33.8	33.9	34.4
7	31.5	29.6	28.5	28.4	28.8
8	37.7	34.9	33.6	33.6	34.7
9	36.3	34.1	33.0	32.5	33.4
10	30.0	28.4	28.1	28.2	28.9
11	27.0	26.0	25.3	25.9	26.4
12	39.5	36.3	34.3	34.0	34.3
13	0	0	0	0	0
14	53.6	50.7	47.9	45.3	45.2	
15	55.9	52.6	49.7	47.9	47.5
16	0	0	0	0	0
