Run#	1981	1980	1977	1976	1973
PMT 1	700	725	750	775	800
1	0	0	0	0	0
2	54.1	50.6	48.1	46.3	46.5
3	45.1	41.7	39.7	38.3	37.8
4	60.6	57.3	54.8	50.7	47.9
5	59.4	56.7	53.7	49.8	48.6
6	39.8	38.0	36.1	35.3	35.4
7	41.0	38.9	37.1	36.0	36.4
8	48.2	45.3	43.0	40.5	40.3
9	54.3	51.4	48.6	46.7	46.6
10	52.0	49.1	46.5	45.0	45.0
11	55.8	52.2	49.2	47.1	46.5
12	51.7	48.7	46.1	43.5	42.9
13	51.3	49.1	46.0	42.7	41.7
14	0	0	0	0	0	
15	79.2	77.7	74.1	69.0	67.1
16	66.1	62.7	59.1	55.1	53.3
