Comparison of mean ADC of PMT 5 before and after resistors installed.
	Run 1941	Run 1959
Pixel	Mean	Sigma	Mean	Sigma
1	378.1	145.6	243.8	90.0
2	530.2	191.4	240.4	76.2
3	453.5	198.7	262.6	96.7
4	1503.4	379.7	300.4	102.8
5	216.0	80.5	212.3	73.5
6	189.3	68.1	193.7	59.7
8	393.0	118.3	205.6	67.4
9	235.6	76.0	216.7	71.3
10	168.0	45.5	174.9	59.1
11	204.2	59.4	201.7	75.8
12	363.7	96.7	245.0	78.9
13	283.7	100.0	231.1	83.1
14	2248.5	837.2	637.0	187.6
15	315.1	100.9	260.3	75.5
