Comparison of mean ADC of PMT 3 before and after resistors installed.
	Run 1941	Run 1953
Pixel	Mean	Sigma	Mean	Sigma
1	309.0	94.1	321.0	76.7
2	358.0	114.0	311.5	87.9
3	302.9	76.9	336.1	83.4
4	456.8	134.7	324.7	84.3
5	295.7	85.4	300.9	82.8
7	251.9	67.7	268.6	64.5
8	273.6	95.4	307.7	96.4
9	263.6	75.0	280.6	74.1
10	378.1	95.5	323.7	83.7
11	1938.5	495.3	359.8	109.3
12	380.9	80.9	306.1	98.0
13	416.6	99.2	311.9	82.3
14	275.6	66.6	277.7	99.6
15	420.1	139.1	318.7	104.3
