Comparison of mean ADC of PMT 11 before and after resistors installed.
	Run 1958	Run 1963
Pixel	Mean	Sigma	Mean	Sigma	
1	194.2	70.3	159.5	70.5
2	155.0	53.2	128.9	48.2
3	218.0	69.8	129.8	85.9
4	237.7	53.1	179.7	61.4
5	259.5	65.7	185.2	65.2
6	345.1	91.7	158.6	52.2
7	614.5	137.6	256.5	77.3
8	597.4	150.8	260.0	91.7
9	238.5	60.3	196.0	48.6
10	391.6	109.3	160.8	39.4
11	247.0	60.8	160.2	77.5
12	646.9	155.5	197.4	89.1
13	440.5	120.1	237.2	78.1
14	412.0	101.5	266.7	81.0
		
