Run#	1982	1979	1978	1975	1974
PMT 11	700	725	750	775	800
1	48.6	44.6	42.2	41.1	40.9
2	35.3	32.6	30.2	29.6	29.5
3	48.2	44.6	40.4	40.8	41.3
4	39.3	36.8	34.7	34.7	35.3
5	45.2	41.6	39.4	38.1	38.4
6	68.8	58.7	55.6	52.4	49.6
7	91.3	83.4	77.7	73.1	69.9
8	79.6	69.7	65.1	58.2	54.9
9	26.9	25.0	24.5	24.6	25.3
10	39.6	36.9	34.4	32.7	31.8
11	20.9	19.9	19.9	20.7	21.2
12	90.1	82.1	78.6	72.1	69.4
3	57.9	54.9	52.0	48.3	47.0
14	62.7	58.5	55.3	51.1	49.6	
15	0	0	0	0	0
16	0	0	0	0	0
