Comparison of mean ADC of PMT 7 before and after resistors installed.
	Run 1942	Run 1953
Pixel	Mean	Sigma	Mean	Sigma
1	254.1	103.1	282.8	86.7
2	190.1	75.8	217.5	79.8
3	160.0	48.0	169.3	61.2	
4	302.5	102.0	304.3	102.1
5	173.3	48.4	196.3	57.4
6	238.6	85.6	278.6	72.8
7	229.3	64.6	245.9	74.7
8	289.8	83.5	261.4	71.9
9	267.9	86.8	269.8	74.9
10	204.8	75.8	230.8	71.9
11	232.9	86.3	261.1	71.5
12	209.2	62.7	217.2	67.4
14	284.6	103	272.5	82.2
15	271.4	87.9	268.6	69.2
