Comparison of mean ADC of PMT 4 before and after resistors installed.
	Run 1941	Run 1953
Pixel	Mean	Sigma	Mean	Sigma
1	410.9	112.8	354.0	117.7
2	1230.8	317.5	572.1	164.5
3	454.9	141.6	391.7	111.6
4	595.9	127.0	508.8	150.4
5	365.7	95.2	313.7	89.2
6	773.1	203.6	515.9	115.2
7	820.9	249.7	492.5	115.2
8	594.7	162.9	201.5	51.5
9	387.2	116.1	341.2	100.6
10	456.3	112.9	390.3	102.0
11	515.2	120.6	495.4	115.1
12	740.4	204.9	516.5	144.1
14	833.1	252.4	507.8	122.4
15	464.7	136.0	386.9	97.1
