Comparison of mean ADC of PMT 8 before and after resistors installed.
	Run 1941	Run 1958
Pixel	Mean	Sigma	Mean	Sigma
1	314.5	86.5	270.5	81.0
2	274.3	69.7	273.4	84.6
3	143.0	40.1	148.0	44.3
4	231.3	66.9	243.6	65.4
5	231.6	58.3	238.5	54.4
6	264.1	66.0	274.5	78.9
7	209.6	55.8	218.0	55.3
8	284.9	88.4	250.8	54.8
9	247.4	67.2	262.3	57.6
10	303.7	76.0	278.8	74.6
11	190.5	55.4	194.6	55.5
12	336.4	82.8	265.2	81.1
13	857.0	188.7	317.6	65.7
14	236.0	70.2	238.1	72.8
		
