Comparison of mean ADC of PMT 14 before and after resistors installed.
	Run 1958	Run 1963
Pixel	Mean	Sigma	Mean	Sigma	
1	437.7	117.9	270.9	88.4
2	233.4	55.1	245.6	50.7
3	363.0	85.5	276.0	76.5
4	377.6	94.2	283.6	70.1
5	283.2	65.0	278.4	74.9
6	272.4	71.1	279.9	81.4
7	232.4	65.8	228.2	68.7
8	414.8	88.6	278.0	63.1
9	276.2	55.7	278.2	70.7
10	277.2	53.3	281.8	59.7
11	292.2	57.6	284.7	60.9
12	423.8	86.0	304.2	62.1
14	439.9	85.6	289.5	56.4
15	408.2	94.1	296.9	63.0
	
