Run#	1982	1979	1978	1975	1974
PMT 13	700	725	750	775	800
1	43.4	118.8	110.9	102.9	98.8
2	95.6	90.3	87.0	82.7	79.2
3	55.4	52.1	49.7	50.0	50.3
4	104.0	89.7	85.9	81.5	78.0
5	57.8	54.3	51.6	50.8	50.5
6	77.9	62.2	66.8	62.3	58.9
7	23.2	19.7	18.2	18.9	19.6
8	28.8	25.1	22.1	21.5	21.9
9	59.5	56.0	51.1	48.4	47.7
10	35.8	33.8	32.6	33.8	34.6
11	39.0	36.9	35.5	36.5	37.1
12	96.4	88.8	83.3	78.1	75.6
13	0	0	0	0	0
14	77.9	66.3	68.5	66.0	64.4	
15	54.4	70.7	54.8	62.6	59.4
16	0	0	0	0	0
