Comparison of mean ADC of PMT 13 before and after resistors installed.
	Run 1958	Run 1963
Pixel	Mean	Sigma	Mean	Sigma	
1	592.6	162.9	259.3	71.1
2	339.5	74.2	239.2	79.6
3	270.4	71.8	256.4	67.0
4	609.7	157.8	256.1	71.4
5	295.0	75.9	266.6	69.6
6	337.0	105.8	263.2	80.2
7	244.9	85.2	253.7	94.1
8	279.5	81.0	227.0	96.6
9	424.0	120.1	244.8	111.3
10	211.2	58.0	211.7	78.5
11	216.7	54.1	225.3	62.6
12	555.2	142.8	272.0	69.0
14	485.7	118.2	260.5	71.0
15	402.4	121.6	228.3	84.9
	
