PMT 14 Efficiency
Run#	1578	1575	1574	1573	1568
HV:	700	725	750	775	800
1	0.253	0.966	0.609	0.709	0.808
2	0.389	0.587	0.792	0.893	0.912
3	0.643	0.839	0.954	0.952	0.889
5	0.706	0.923	0.974	0.920	0.825
6	0.820	0.968	0.969	0.951	0.846
7	0.850	0.962	0.968	0.933	0.821
8	0.891	0.993	0.984	0.974	0.937
9	0.853	0.969	0.945	0.970	0.961
10	0.952	0.982	0.957	0.902	0.927
11	0.949	0.958	0.935	0.953	0.922
12	0.906	0.978	0.944	0.904	0.910
13	0.804	0.896	0.978	0.955	0.966
15	0.551	0.635	0.760	0.782	0.932
16	0.404	0.781	0.768	0.879	0.750
