PMT 7 Efficiency
Run#	1578	1575	1574	1573	1566
HV:	700	725	750	775	800
1	0.711	0.835	0.891	0.911	0.954
2	0.771	0.903	0.937	0.952	0.947
3	0.948	0.984	0.990	0.981	0.953
5	0.798	0.949	0.953	0.954	0.971
6	0.898	0.982	0.983	0.982	0.970
7	0.862	0.985	0.997	0.975	0.976
8	0.926	0.973	0.986	0.990	0.961
9	0.811	0.971	0.984	0.994	0.989
10	0.879	0.987	0.981	0.987	0.950
11	0.900	0.980	0.981	0.970	0.955
12	0.869	0.977	0.987	0.977	0.908
13	0.872	0.981	0.973	0.974	0.985
14	0.820	0.948	0.960	0.966	0.984
15	0.726	0.756	0.915	0.952	0.909
