PMT 8 Efficiency
Run#	1578	1575	1574	1573	1566
HV:	700	725	750	775	800
1	0.616	0.803	0.857	0.920	0.910
2	0.574	0.769	0.823	0.880	0.918
3	0.619	0.811	0.901	0.952	0.971
4	0.730	0.930	0.957	0.928	0.962
5	0.930	0.989	0.991	0.982	0.992
6	0.849	0.982	0.982	0.945	0.922
7	0.899	0.973	0.991	0.987	0.972
8	0.864	0.952	0.968	0.967	0.992
9	0.913	0.978	0.984	0.974	0.983
10	0.785	0.972	0.992	0.942	0.970
11	0.817	0.954	0.968	0.959	0.964
12	0.874	0.926	0.941	0.969	0.939
13	0.711	0.857	0.844	0.821	0.914
15	0.718	0.815	0.905	0.922	0.957
