Run#	1578	1575	1574	1573	1565
PMT 5	700V	725V	750V	775V	800V
1	65.1	59.9	57.8	57.8	56.5
2	0.0	0.0	0.0	0.0	0.0
3	100.5	96.6	90.5	83.2	57.9
4	0.0	305.0	312.4	350.0	340.0
5	33.1	32.3	33.3	35.2	35.5
6	42.7	38.4	37.5	38.2	37.6
7	44.1	39.6	38.2	39.2	38.8
8	51.8	46.7	42.7	41.3	39.3
9	29.3	28.9	29.6	31.3	30.5
10	24.8	25.4	26.1	27.3	26.2
11	25.6	25.8	26.5	27.6	26.3
12	31.4	30.4	30.4	31.9	30.6
13	0.0	0.0	0.0	0.0	0.0
14	380.7	344.2	321.4	291.6	275.0
15	33.9	33.1	34.0	36.1	35.8
16	38.0	37.1	37.9	40.0	39.6
