Run#	1611	1610	1609	1607	1609
PMT 9	700	725	750	775	800
1	130.5	126.1	118.3	110.8	103.5
2	0.0	0.0	0.0	0.0	0.0
3	83.0	80.5	75.4	73.1	72.6
4	128.1	113.0	116.6	108.9	104.1
5	94.6	93.1	86.0	80.6	78.3
6	46.8	44.4	43.8	44.9	47.3
7	48.0	45.4	43.4	44.4	46..5
8	84.2	79.0	72.4	67.4	65.3
9	132.9	130.4	123.7	117.4	111.4
10	111.4	105.7	98.5	93.2	91.3
11	126.8	123.8	117.6	108.9	102.4
12	133.9	129.5	122.5	115.5	108.3
13	290.8	268.6	246.1	246.2	240.8
14	239.0	214.2	201.3	191.5	185.4
15	260.9	226.7	208.4	200.1	190.1
16	0.0	0.0	0.0	0.0	0.0
