Run#	1702	1703	1704	1705	1706
PMT 10	700	725	750	775	800
1	0.0	0.0	0.0	0.0	0.0
2	53.0	50.8	49.2	49.8	51.2
3	49.5	47.4	48.1	47.1	47.8
4	0.0	0.0	0.0	0.0	0.0
5	49.8	47.5	47.3	47.7	49.3
6	45.0	42.6	43.9	42.1	42.9
7	47.1	44.5	43.4	43.8	44.5
8	34.7	33.3	33.7	33.4	34.9
9	39.2	38.3	38.0	39.5	40.5
10	32.1	32.5	33.4	33.5	33.9
11	27.2	27.7	28.0	28.8	28.8
12	38.1	38.1	39.0	39.6	40.1
13	60.7	57.5	56.9	56.9	58.1
14	41.1	39.7	40.3	41.0	41.7
15	38.7	38.6	39.7	39.6	40.8
16	182.8	168.9	158.6	152.9	150.0
